,Beta_w,r_b,weight
696,1.465538914,1.533243601,0.001031651
697,1.378105468,1.651724914,0.000464072
698,5.87254231,1.429268223,0.001281292
699,1.472262755,1.449219103,0.000412142
700,1.372701909,1.573127786,0.000316167
701,1.543937724,1.488480858,0.001047602
702,9.361993923,1.218850662,0.001599893
703,1.510358859,1.669162635,0.001083069
704,1.353945148,1.665327883,0.000451238
705,6.880699681,1.410431652,0.00074648
706,2.116155113,1.356505092,0.000557
707,1.371436275,1.86531288,0.000577868
708,1.822389849,1.403960561,0.000366286
709,1.403770421,1.491104149,0.000274602
710,1.357261673,1.653221302,0.000475225
711,1.408718677,1.427294199,0.000290177
712,1.552725078,1.567427177,0.000301806
713,1.271027363,2.00163641,0.000848213
714,1.363792796,1.651586134,0.000549041
715,1.543777949,1.492160023,0.000359691
716,1.642195864,1.374845261,0.000328794
717,1.306844276,1.7183783,0.000359927
718,1.817785832,1.383709205,0.000421007
719,1.881377423,1.257145841,0.001634857
720,1.410673168,1.642082985,0.000420568
721,1.53445646,1.468343689,0.000311136
722,2.721451087,1.300997942,0.000718827
723,1.305180243,1.81790957,0.000463336
724,1.339002292,1.672301802,0.000423996
725,1.493999244,1.455768866,0.000342245
726,1.288115145,1.772096141,0.000557822
727,1.476009231,1.497992096,0.000275331
728,1.494306986,1.716189115,0.00035275
729,1.393335841,1.593204481,0.000756777
730,1.405168014,1.432045564,0.000565646
731,5.868308254,1.654307739,0.000924278
732,1.571970268,1.550341005,0.000409112
733,1.336962594,1.72856027,0.000397446
734,6.861933701,1.382065454,0.00065933
735,1.577271399,1.449649039,0.000280692
736,1.492406958,1.643451512,0.000332049
737,1.320207304,1.48896982,0.000314047
738,1.515357676,1.514363965,0.000344623
739,1.850980612,1.35000493,0.00044813
740,1.498380245,1.459196372,0.000379528
741,1.384115049,1.563744236,0.000820165
742,2.250229977,1.371535337,0.000360634
743,1.519480196,1.502335921,0.000273045
744,7.805985029,1.360125757,0.002517225
745,2.164137837,1.357050707,0.00059598
746,1.430391063,1.68775184,0.000379428
747,4.844260331,1.423608573,0.001147877
748,1.439358711,1.503063805,0.000367882
749,1.557285025,1.57313499,0.000271267
750,1.671035716,1.421038878,0.00037247
751,8.099761889,1.546677487,0.002061064
752,1.621954161,1.528095827,0.000470669
753,1.595388305,1.547953563,0.00047012
754,1.37926685,1.557848356,0.000315006
755,1.278595542,1.893485785,0.000863679
756,1.359257257,1.77979593,0.00036
757,1.581576377,1.664385824,0.000314958
758,1.427366157,1.516825959,0.000486787
759,3.167596922,1.277068185,0.000730753
760,1.46649121,1.540859848,0.000509633
761,1.563480439,1.373638861,0.000518476
762,1.467320924,1.385207844,0.000343105
763,6.10137654,1.38747992,0.000961241
764,1.546451241,1.661131682,0.000735193
765,1.516126392,1.452041268,0.000387003
766,8.782360777,1.423370486,0.000985663
767,6.280313906,1.297090144,0.0022781
768,1.331850722,1.521586786,0.000372161
769,1.397279169,1.524103971,0.00039682
770,1.562008607,1.375838278,0.000732465
771,1.298761186,1.904321374,0.000653011
772,1.487911569,1.529389989,0.00031336
773,1.300970668,1.785934021,0.000542003
774,1.490050311,1.384450099,0.00037867
775,1.376451681,1.540637466,0.000491059
776,1.440322595,1.584369851,0.000524199
777,1.347220865,1.699677407,0.000547827
778,1.404733518,1.546676046,0.000374105
779,1.489053201,1.461840599,0.000479686
780,8.706375333,1.387721946,0.001820885
781,9.822473191,1.416831713,0.001348948
782,1.446665593,1.492176116,0.000904357
783,1.491540151,1.482848961,0.000626195
784,1.469179306,1.69233782,0.000348462
785,1.452380378,1.47177581,0.000265334
786,1.40723682,1.406043706,0.00058767
787,1.381349877,1.735917319,0.000476427
788,1.41695044,1.444766393,0.000294253
789,1.491743714,1.471413732,0.000344031
790,1.511400834,1.440491373,0.000384567
791,6.514187977,1.393666189,0.00065955
792,1.403996248,1.711842313,0.00034069
793,7.015650912,1.375140233,0.000589808
794,1.373874227,1.573533253,0.000330077
795,1.41497332,1.623588482,0.000344157
796,1.322319146,1.768595483,0.000390736
797,1.504845745,1.457639269,0.000462781
798,1.284498938,1.981308021,0.001059656
799,1.289317204,1.691280079,0.000438953
800,1.430865233,1.58896263,0.000337897
801,1.710577966,1.287939107,0.000487805
802,1.410983581,1.643371245,0.000296576
803,6.093851514,1.339785977,0.00102834
804,1.354154282,1.665015913,0.000333107
805,1.440521686,1.535869369,0.000299959
806,1.525000748,1.515919559,0.000337951
807,1.479652701,1.45940891,0.000648772
808,8.46166604,1.3726554,0.00122677
809,1.494823114,1.527334626,0.001305502
810,1.447488223,1.614267592,0.000366899
811,7.408820624,1.409227816,0.001475943
812,1.625790818,1.373154551,0.000650268
813,1.304330932,1.76327427,0.000694694
814,9.560414628,1.588183519,0.001337413
815,1.426916071,1.524317988,0.00043045
816,1.364979474,1.506587681,0.000270412
817,9.516041789,1.340133546,0.001414801
818,1.328889015,1.571264358,0.000535628
819,1.513600123,1.414354949,0.000279311
820,1.30778179,1.699744962,0.000686625
821,1.239711416,2.115480222,0.005035191
822,1.430097223,1.452948,0.000805535
823,2.896117247,1.453648588,0.000732988
824,1.598920836,1.475540741,0.00066089
825,1.363289461,1.554144659,0.000329694
826,1.321761499,1.766648574,0.00047434
827,1.586646227,1.476631743,0.000321303
828,1.608501148,1.462448779,0.000289722
829,1.508573397,1.55782582,0.000290272
830,1.381244684,1.735998027,0.000515682
831,1.431290852,1.491668268,0.000452033
832,1.336334644,1.679182147,0.001006558
833,9.770806322,1.429368209,0.001362964
834,1.263648057,1.584601286,0.000392456
835,1.36625232,1.542529474,0.000338058
836,1.348504215,1.70076328,0.000375041
837,6.561821701,1.466482178,0.00278174
838,7.49874496,1.451062814,0.001360808
839,1.506438108,1.58687305,0.00026291
840,1.363084771,1.788404968,0.000958289
841,1.524356455,1.514319736,0.000423947
842,1.30798854,1.879160731,0.000773701
843,1.440552251,1.545743003,0.000297409
844,1.334605804,1.811541997,0.00044864
845,1.291991342,1.62167832,0.000560063
846,1.579400105,1.45397551,0.000413114
847,1.334013618,1.566575858,0.000632889
848,1.32511886,1.362725371,0.00055451
849,1.37499957,1.797596735,0.000359493
850,1.570778627,1.526099151,0.000399181
851,8.981480327,1.417789594,0.001115005
852,1.291070606,1.763194186,0.000465258
853,1.469953784,1.568910258,0.000407293
854,1.367071521,1.781494347,0.00042553
855,1.341397305,1.635198724,0.000435506
856,1.395803414,1.929498469,0.000923709
857,1.615415756,1.485731593,0.002817364
858,1.541701441,1.476518741,0.000356833
859,9.194221541,1.403134878,0.001538408
860,1.32305569,1.62308092,0.000927452
861,1.617740682,1.387510965,0.000388504
862,1.581313473,1.456928788,0.000402397
863,1.53496771,1.469261918,0.000516883
864,1.416327362,1.443358673,0.000432699
865,6.451051191,1.329344315,0.000986147
866,8.11772373,1.354956878,0.001628017
867,1.415231536,1.42600547,0.002817364
868,1.668050948,1.49490445,0.0005153
869,1.422328313,1.682724207,0.000480219
870,1.542841422,1.595217173,0.000270809
871,1.34449086,1.560171763,0.00035445
872,1.41533732,1.491436331,0.000284075
873,7.473463963,1.447775959,0.000841601
874,1.358828621,1.495660689,0.000265695
875,2.215322539,1.354502005,0.000562261
876,1.367525773,1.613823853,0.000305746
877,1.543541256,1.503646636,0.00030906
878,1.643785796,1.640445305,0.000307417
879,2.103045724,1.234523945,0.000444446
880,1.464631978,1.462093509,0.000283268
881,1.376156425,1.545500369,0.000303646
882,8.21075296,1.2686417,0.001837653
883,1.51121977,1.451496459,0.000395821
884,1.437693614,1.578099837,0.000318629
885,1.357317125,1.515568036,0.0002802
886,7.064947956,1.390677798,0.000872256
887,1.440771415,1.535949426,0.000291947
888,1.338352912,1.509773864,0.000504293
889,1.439649326,1.492201332,0.000310858
890,1.334835349,1.796379498,0.000514203
891,1.405577837,1.719564486,0.000458585
892,1.495569673,1.456981111,0.000302038
893,1.437813255,1.501358949,0.000631534
894,1.277686187,1.984414334,0.000967242
895,1.2999119,1.755684979,0.000426252
896,1.379022294,1.530469654,0.000370867
897,1.352427722,1.709582415,0.000337868
898,2.021487856,1.399230129,0.000377098
899,2.031738634,1.432326849,0.000545646
900,1.340826612,1.661933956,0.000469743
901,1.713710388,1.340320866,0.000405642
902,1.420029402,1.433551324,0.000676479
903,1.474782987,1.495697407,0.000414252
904,8.000388472,1.389148233,0.001208395
905,1.555715851,1.585289838,0.000311633
906,1.393991808,1.578732227,0.000676428
907,1.692703137,1.341357275,0.000486461
908,1.591610647,1.574377451,0.000339601
909,1.357027974,1.591902618,0.000323568
910,9.177286403,1.514497957,0.001380875
911,1.659823136,1.316494916,0.00070607
912,1.403833423,1.711674789,0.00079244
913,1.495805375,1.522440451,0.000324138
914,1.415922213,1.442398105,0.000369347
915,1.332059116,1.658729641,0.000470574
916,1.416129882,1.570409247,0.000630941
917,1.737740852,1.509646921,0.000392626
918,1.392750227,1.567404069,0.000326531
919,1.574055712,1.616835045,0.000540699
920,1.363231582,1.754455286,0.000538483
921,1.595496724,1.545658538,0.001523639
922,1.420983434,1.492074407,0.000307251
923,1.415126203,1.62464413,0.000305219
924,1.388751649,1.587021539,0.000438285
925,1.676389226,1.398350233,0.000330173
926,8.326857749,1.416457206,0.000979702
927,1.639026348,1.45370726,0.000347276
928,1.575687302,1.599416716,0.000273316
929,6.297089646,1.494053823,0.000636493
930,8.084777044,1.341884415,0.001067863
931,8.324921878,1.416379506,0.000826028
932,1.788806036,1.431770837,0.000461823
933,1.727116566,1.407171319,0.000344117
934,7.433259464,1.377041904,0.001378772
935,1.661929059,1.399245525,0.000495598
936,1.581163932,1.533013658,0.000420308
937,1.341248682,2.183789571,0.001024286
938,9.100848753,1.411827553,0.001466432
939,1.375541713,1.577959409,0.000773144
940,1.448274588,1.394234283,0.000344255
941,1.495403806,1.486392833,0.000282006
942,1.582062465,1.393972807,0.00039182
943,6.957578539,1.286984527,0.000931123
944,1.483232645,1.302136901,0.000381675
945,1.78053907,1.485978241,0.000355399
946,1.368809147,1.710567545,0.000498199
947,1.29157122,1.873237535,0.000588923
948,1.51374977,1.58969794,0.000281784
949,7.03009735,1.658718732,0.000817472
950,6.953443819,1.356729929,0.001131067
951,6.438237156,1.44820187,0.001535109
952,7.163145263,1.453205547,0.000997551
953,1.428252071,1.518538997,0.00032059
954,1.409129316,1.46504274,0.000625876
955,1.322519664,1.751263668,0.000723161
956,1.297164242,1.803896167,0.000993377
957,1.446254546,1.491588132,0.000344227
958,1.278012849,1.882258474,0.000826706
959,1.538979411,1.537565201,0.000297772
960,1.529133683,1.489713537,0.000280536
961,1.545676577,1.661957009,0.000498438
962,5.01547824,1.500714722,0.000935695
963,1.522187303,1.507935932,0.000262572
964,1.34190134,1.639257197,0.000445193
965,1.67482999,1.391219153,0.000308189
966,2.038168143,1.379959918,0.000412923
967,1.508137803,1.411514229,0.000478287
968,1.40863111,1.582280968,0.001582991
969,1.435285498,1.492441394,0.000300253
970,1.496886137,1.512157884,0.000372755
971,6.087457965,1.32038923,0.001254805
972,8.132163944,1.319332421,0.001329225
973,7.293629662,1.521439597,0.000614332
974,1.571283579,1.328339917,0.000703006
975,1.4750951,1.584175026,0.000311431
976,1.308076468,1.760146502,0.000706738
977,1.674226015,1.469079562,0.000461717
978,1.473549193,1.471248324,0.000280512
979,1.333307206,1.919926608,0.000814973
980,1.354768236,1.681887743,0.000603533
981,2.06252824,1.418211027,0.000806038
982,1.736719197,1.362750453,0.000545644
983,1.404286754,1.510643433,0.000374602
984,2.166431858,1.367772492,0.000358909
985,1.898202461,1.416676038,0.000541968
986,7.805577158,1.563568736,0.000680526
987,1.629777796,1.390781835,0.000575157
988,9.007809907,1.400534356,0.000999498
989,6.871723633,1.415101916,0.000642052
990,6.958445364,1.485829061,0.00070735
991,1.581506043,1.670521268,0.000379762
992,6.290141631,1.417467401,0.000964892
993,7.897040366,1.469091754,0.000969936
994,1.508055507,1.411729015,0.000401972
995,1.275393803,1.655857989,0.000645857
996,1.317289045,1.67363903,0.000611483
997,8.70357288,1.36890975,0.000843275
998,8.242381217,1.344499302,0.00097152
999,1.977273144,1.400375703,0.000330034
1000,1.494619554,1.520367363,0.000322299
1001,6.090427083,1.339629856,0.000791755
1002,1.361978475,1.605216936,0.000508913
1003,8.325217172,1.416097535,0.00094414
1004,1.476556046,1.428892223,0.000394415
1005,1.621158746,1.527147411,0.000404331
1006,1.544477885,1.435384997,0.000557576
1007,1.615901469,1.55740418,0.000410741
1008,2.514900984,1.266667647,0.000929298
1009,1.509747738,1.559936084,0.00026403
1010,1.334874398,1.79714954,0.000413955
1011,6.460545117,1.399300141,0.000900859
1012,2.052771928,1.319245824,0.000483179
1013,1.428858398,1.386488572,0.000269196
1014,8.866014779,1.402580708,0.002364504
1015,1.304823998,1.81740108,0.00046498
1016,1.444332006,1.556150614,0.000289034
1017,1.317872158,1.787647946,0.001036365
1018,7.620493017,1.311497509,0.000602136
1019,1.706136633,1.570820292,0.000275097
1020,2.105376979,1.234929991,0.000652097
1021,1.680062509,1.319304019,0.000573026
1022,1.698712104,1.303598776,0.000362939
1023,1.608497168,1.466166631,0.000436971
1024,1.654536992,1.565782203,0.000261541
1025,1.403814386,1.510050272,0.000287808
1026,6.975907433,1.481203672,0.000812659
1027,1.409416229,1.589185756,0.000303197
1028,7.542429097,1.441900745,0.000731504
1029,1.960661823,1.336817954,0.000373878
1030,1.61024332,1.400445768,0.000401874
1031,7.674273659,1.38840668,0.000688388
1032,1.332176522,1.600807387,0.000416177
1033,1.595542593,1.440402711,0.000361274
1034,1.903635767,1.531455542,0.000560247
1035,1.458124479,1.403222646,0.000354294
1036,1.422493059,1.584430513,0.00042268
1037,7.546234332,1.527935449,0.000801514
1038,1.389245905,1.408486249,0.000715293
1039,1.598263866,1.332457106,0.000323796
1040,1.454245335,1.621701576,0.000285471
1041,1.582747795,1.452799459,0.000429589
1042,1.475811594,1.759674873,0.00030907
1043,1.421984405,1.564027866,0.000293086
1044,1.346914616,1.699693831,0.000411275
1045,2.087553925,1.269119813,0.000478781
1046,1.366559982,1.699664649,0.000366564
1047,1.539732724,1.538524681,0.000497926
1048,1.289688792,1.576337768,0.000517838
1049,8.715711122,1.432911515,0.000961141
1050,1.653469672,1.368954407,0.000370659
1051,1.628724677,1.350984068,0.000322234
1052,1.309710356,1.657709792,0.00077185
1053,1.31800381,1.675513352,0.000533366
1054,1.458511869,1.373464406,0.000612086
1055,1.571096371,1.600467245,0.00040754
1056,1.819174378,1.385035311,0.000526733
1057,1.404076402,1.558665698,0.000460082
1058,1.303523094,1.843944541,0.000506864
1059,1.69480349,1.512895021,0.000338281
1060,4.747137768,1.369158032,0.002885901
1061,8.543743472,1.644062496,0.001496514
1062,1.308858198,1.760617395,0.000609052
1063,6.261402635,1.426216981,0.002676024
1064,1.390544556,1.541917752,0.00028605
1065,1.523333351,1.404393072,0.000314198
1066,1.375009327,1.558677234,0.0012047
1067,1.363311746,1.755985051,0.000383672
1068,1.276758361,1.709070254,0.000568529
1069,1.324824253,1.803352302,0.000444922
1070,9.151336273,1.401445759,0.001554749
1071,1.360022897,1.576769476,0.000300756
1072,7.035655112,1.594433449,0.002354424
1073,1.377503791,1.884383368,0.001449351
1074,1.47982927,1.403028258,0.000372599
1075,1.438824523,1.578699321,0.000292938
1076,1.423333034,1.546856422,0.001034901
1077,1.338481408,1.671004049,0.000767677
1078,1.591351888,1.383310097,0.000319066
1079,1.392188059,1.412778912,0.001014753
1080,6.333435353,1.553659402,0.001248899
1081,1.292385606,1.791760637,0.000984669
1082,5.872207524,1.429148703,0.001244074
1083,1.568232302,1.355673291,0.000502139
1084,1.406114821,1.586184355,0.000480893
1085,1.360001014,1.49987761,0.000453774
1086,2.041173467,1.43024884,0.000792327
1087,1.447062035,1.492696307,0.000462781
1088,1.258550703,1.905849703,0.000941081
1089,1.631987964,1.55575185,0.000407173
1090,1.474044614,1.550919985,0.000392861
1091,1.294716249,1.726277466,0.000722223
1092,1.379303729,1.531460687,0.000577661
1093,1.792467429,1.429632551,0.000354712
1094,1.291694009,1.685596631,0.000396604
1095,1.86994011,1.40989088,0.000394137
1096,1.314295542,1.657852318,0.000374839
1097,1.547233286,1.528319911,0.000359656
1098,1.538695922,1.481498175,0.000454628
1099,1.488285189,1.528482628,0.001082163
1100,5.586918479,1.47020726,0.001313985
1101,1.489098427,1.56432641,0.000301758
1102,1.680551807,1.571011242,0.000555802
1103,1.396788465,1.509076093,0.000474027
1104,8.29757833,1.402182921,0.001004611
1105,8.236688972,1.269829527,0.001332081
1106,2.037076572,1.395114693,0.000493912
1107,1.548389795,1.451604882,0.000451382
1108,1.424062632,1.606464454,0.000361282
1109,1.323393407,1.710552974,0.000439851
1110,8.717535809,1.416136892,0.001264987
1111,1.394564986,1.829120627,0.000751037
1112,1.307842308,1.930112405,0.000584073
1113,1.336098422,1.670850721,0.000475381
1114,1.648239994,1.412500194,0.000375866
1115,1.341614843,1.575415592,0.000334061
1116,1.614993603,1.393227338,0.000349456
1117,5.157823509,1.358307918,0.000729711
1118,1.545606146,1.383858554,0.000419526
1119,1.34416251,1.57098315,0.000341551
1120,1.525835276,1.369501654,0.000749326
1121,5.994864212,1.405291441,0.001672234
1122,7.92464895,1.52135654,0.001571594
1123,1.393288699,1.414682853,0.000397455
1124,8.400727479,1.516832757,0.003056778
1125,1.458292415,1.430924989,0.000278382
1126,2.113165512,1.355056672,0.000574409
1127,2.238265602,1.252482874,0.000708908
1128,1.505415399,1.533881182,0.000269671
1129,1.767018461,1.41768713,0.000645677
1130,8.929673338,1.46636795,0.001478302
1131,1.383464042,1.592342532,0.000469059
1132,1.627398335,1.46812035,0.000297628
1133,1.370177496,1.787941769,0.000375665
1134,1.473147949,1.410238443,0.000276672
1135,1.845412218,1.292706161,0.000487907
1136,1.784587655,1.439534977,0.000384361
1137,1.394487578,1.507714305,0.000434921
1138,1.423214231,1.686040686,0.000525715
1139,8.234011348,1.269818946,0.000855953
1140,1.414427273,1.497729735,0.000592184
1141,1.626384425,1.570742251,0.000530418
1142,4.766494883,1.422045611,0.003311253
1143,1.662959445,1.366767806,0.000329765
1144,1.718551844,1.437325116,0.000290329
1145,5.871371345,1.429077404,0.000914238
1146,9.592040111,1.366112372,0.003643002
1147,7.667792619,1.354607672,0.002378522
1148,1.384323416,1.696851896,0.000517128
1149,9.517126588,1.545971854,0.002194247
1150,1.571752675,1.414539175,0.000507556
1151,1.320912973,1.650340542,0.001009929
1152,1.303471813,2.010956355,0.000836244
1153,1.841766769,1.365154504,0.000528401
1154,1.634420626,1.421657536,0.000449582
1155,1.483257241,1.301680128,0.000423883
1156,1.383454995,1.592401387,0.000625656
1157,1.463988834,1.460816591,0.000550494
1158,1.333423932,1.631756391,0.000446659
1159,8.195827763,1.378600646,0.000743798
1160,1.485001978,1.622947929,0.000395399
1161,1.396868422,1.522558018,0.000561972
1162,1.411691372,1.476008679,0.000591318
1163,6.53167223,1.59769505,0.001291864
1164,1.439216655,1.273080581,0.001661293
1165,1.389112063,1.409530624,0.000336783
1166,1.488512369,1.486224444,0.000773977
1167,1.577231812,1.480140315,0.000318645
1168,1.477676098,1.59797335,0.000736503
1169,1.318648679,1.757633824,0.000378355
1170,1.352005119,1.685820874,0.000570712
1171,1.64285523,1.373916316,0.00054877
1172,1.366482365,1.612504979,0.000357237
1173,1.633547011,1.419956234,0.000312909
1174,1.421077861,1.538977714,0.000327581
1175,1.23981547,2.117439946,0.003464314
1176,1.31786379,2.101573997,0.000741602
1177,1.607813101,1.465889995,0.000287557
1178,1.366245676,1.542503316,0.00031489
1179,1.361168326,1.507977407,0.000306805
1180,1.497206562,1.450089138,0.000318646
1181,1.499364731,1.553585727,0.000287304
1182,1.439228565,1.408514477,0.000255586
1183,1.460295584,1.387889776,0.000629735
1184,1.342210823,1.585869409,0.00074644
1185,1.439658252,1.535641902,0.000335118
1186,1.401634071,1.534050733,0.000849863
1187,1.484204868,1.659571747,0.000535645
1188,1.341258603,1.760337439,0.004837245
1189,1.506579891,1.537440774,0.000389303
1190,1.376035804,1.883230612,0.000419
1191,1.643502683,1.375692724,0.000463372
1192,1.459996618,1.389015039,0.000480203
1193,1.346482748,1.614838427,0.000524387
1194,1.658348696,1.36566724,0.000311974
1195,1.362445567,1.553357143,0.000535737
1196,1.560921642,1.634084302,0.000320939
1197,1.315690427,1.6510831,0.000433474
1198,1.592476377,1.314738567,0.000374754
1199,3.166507875,1.275162122,0.000784166
1200,6.23548814,1.313365814,0.000749345
1201,1.420225283,1.489855459,0.000345282
1202,1.455317377,1.465716456,0.000377607
1203,1.289466562,1.575675554,0.000495942
1204,1.298903737,1.871988591,0.00065614
1205,1.271931916,2.003132464,0.000947873
1206,1.341256827,1.848509016,0.000525146
1207,8.157327336,1.50830322,0.001496514
1208,1.675322075,1.562574874,0.000717715
1209,1.411306338,1.452655142,0.000358813
1210,1.380573572,1.73462967,0.001149469
1211,1.361400484,1.594326017,0.000537851
1212,1.334645494,1.603336299,0.000565412
1213,8.902421714,1.412813617,0.001814705
1214,1.693532829,1.341724991,0.000357487
1215,1.552396741,1.394932377,0.000380561
1216,1.343197061,1.766608948,0.000382101
1217,1.463547788,1.586348422,0.000304049
1218,6.47846084,1.529883446,0.000603636
1219,1.743454122,1.377967711,0.000626423
1220,1.34205107,1.476224823,0.000312769
1221,1.556607841,1.414230907,0.000483589
1222,1.455202563,1.571793341,0.000413523
1223,1.524516219,1.514024297,0.000279443
1224,1.370330302,1.66515423,0.000443136
1225,5.87194113,1.537245771,0.001311404
1226,1.524499806,1.515389124,0.000299305
1227,2.063468556,1.419441027,0.000377808
1228,1.305855156,1.915059408,0.001850575
1229,2.005651177,1.335203992,0.000438168
1230,1.430524513,1.596442777,0.000470032
1231,1.625405683,1.373284265,0.000376542
1232,1.515339297,1.449369197,0.000410878
1233,6.096744655,1.388572627,0.001261681
1234,1.545811757,1.66077903,0.000294183
1235,1.277016011,1.81201247,0.000659463
1236,8.358488951,1.429469754,0.001354268
1237,1.342572954,1.641306108,0.000355831
1238,1.392992109,1.787574566,0.000528375
1239,8.57569888,1.383719034,0.001397716
1240,2.038761787,1.38091855,0.000578502
1241,8.009722722,1.46067149,0.000869218
1242,1.668981297,1.495267199,0.000477964
1243,1.870409212,1.40987903,0.001030837
1244,1.365500532,1.668674671,0.000374615
1245,8.598086126,1.635516523,0.001688492
1246,1.793799064,1.420203505,0.000344648
1247,2.369303699,1.290437538,0.000871634
1248,1.429646084,1.476406479,0.000675993
1249,1.459084338,1.533737799,0.000288997
1250,1.565685862,1.403422195,0.000330975
1251,1.278249756,1.986939711,0.000798961
1252,1.515772886,1.451446008,0.000358654
1253,1.430694463,1.588551419,0.000391017
1254,1.472499522,1.470942342,0.000323624
1255,1.463761196,1.586238056,0.000473639
1256,1.357724051,1.516286668,0.001166886
1257,1.423960359,1.561163098,0.000295469
1258,1.427073321,1.534419495,0.000387916
1259,1.404600136,1.657914447,0.000317513
1260,8.991895865,1.377725951,0.001206669
1261,2.037458456,1.380181372,0.000560758
1262,1.44733689,1.55534128,0.000616745
1263,1.299249689,1.725238856,0.001530444
1264,1.590216914,1.317263828,0.000405463
1265,1.625988041,1.445838211,0.00031307
1266,2.046000752,1.364338421,0.001127588
1267,1.328066528,1.579834364,0.000300621
1268,1.781412313,1.261423099,0.000812735
1269,1.288125209,1.95053005,0.000887587
1270,1.482943808,1.446930667,0.000433959
1271,1.404364132,1.520455465,0.000445407
1272,1.45548226,1.55263768,0.000658705
1273,1.630147916,1.391703559,0.000338122
1274,1.627297872,1.572417861,0.000539522
1275,1.351245115,1.734234494,0.000363389
1276,1.298296358,1.787769739,0.001199945
1277,1.299732408,1.792124667,0.000501291
1278,1.491798165,1.643973628,0.00048853
1279,8.560608486,1.322127094,0.001145137
1280,1.351645457,1.476051276,0.000634651
1281,1.413727061,1.724264199,0.000383241
1282,3.166700237,1.276273746,0.000468628
1283,1.371803267,1.570058419,0.000624113
1284,1.246566738,1.956612212,0.001943035
1285,1.476091101,1.75151562,0.000483775
1286,1.735480011,1.316169053,0.000347738
1287,1.469693133,1.452078379,0.0002954
1288,1.57041741,1.477942724,0.000312472
1289,1.467557824,1.490624724,0.000571974
1290,1.458610786,1.534100488,0.000377251
1291,5.019582155,1.50215487,0.001279983
1292,1.351125777,1.721995923,0.000546428
1293,1.515524755,1.450279532,0.000424377
1294,1.438856128,1.632121045,0.000307761
1295,1.663065216,1.474124885,0.000480338
1296,1.276637934,1.709652085,0.000541706
1297,1.375986961,1.732487801,0.001114649
1298,1.43097826,1.586429076,0.000271783
1299,6.182906006,1.371171211,0.000722009
1300,1.505935005,1.604819175,0.000582684
1301,1.771480316,1.383337981,0.000336294
1302,1.470004512,1.457593571,0.00147592
1303,1.510118385,1.431934775,0.000403637
1304,1.677498464,1.399683138,0.000474642
1305,1.50397616,1.351165884,0.000501911
1306,1.514101713,1.473734594,0.00064338
1307,1.41732839,1.459464181,0.000395198
1308,1.599111279,1.475834519,0.000320115
1309,1.542818935,1.503027763,0.000298172
1310,1.511585366,1.450801634,0.000501206
1311,1.30976991,1.655334454,0.000394554
1312,1.423794876,1.444660005,0.000440673
1313,1.324369281,1.661672629,0.000389114
1314,1.456462477,1.463416312,0.000292929
1315,1.308905511,1.761311591,0.000410929
1316,1.385599538,1.506092528,0.000407969
1317,1.363481525,1.750179567,0.000393796
1318,1.545250888,1.462667315,0.000373643
1319,5.610675225,1.399835938,0.001017046
1320,7.623737527,1.31097322,0.000891525
1321,1.330161137,1.818058859,0.000592919
1322,1.483737531,1.447689908,0.000581202
1323,1.257103329,1.963838335,0.001247535
1324,5.156211217,1.455484555,0.001087338
1325,1.494476307,1.503141488,0.000318565
1326,1.493900733,1.417635406,0.000347792
1327,8.779454939,1.371639287,0.001129201
1328,1.304160488,1.7996908,0.000450778
1329,5.284399868,1.480480953,0.000978596
1330,1.409961461,1.53503149,0.000271518
1331,8.14309577,1.418226084,0.000773708
1332,2.327597417,1.30775522,0.000506525
1333,1.376922594,1.636673437,0.000307263
1334,1.363712802,1.551196578,0.000325734
1335,1.674158147,1.308320247,0.000470559
1336,1.340272168,1.66222331,0.000474762
1337,1.36493775,1.506708756,0.000345269
1338,1.891794038,1.377687683,0.000364156
1339,1.353914884,1.67618801,0.00036448
1340,8.35410284,1.365442986,0.001896542
1341,2.064953886,1.43906169,0.000745413
1342,1.323521327,1.762875889,0.000583299
1343,1.586959936,1.371282103,0.000425216
1344,5.65314234,1.419477246,0.000972319
1345,1.325656086,2.070685337,0.000606561
1346,7.068797772,1.390888585,0.000910299
1347,1.22374897,2.464569331,0.00346558
1348,1.575233214,1.599202301,0.000594221
1349,2.216965191,1.355004,0.000471012
1350,1.475837875,1.759408674,0.00057241
1351,6.182697098,1.371214453,0.000872001
1352,1.292182019,1.622565149,0.000805319
1353,6.044206818,1.521842171,0.000842146
1354,7.414269713,1.366276444,0.000754592
1355,1.384826183,1.5404793,0.000300401
1356,1.469551605,1.605166888,0.000493244
1357,1.446307037,1.432847287,0.000301231
1358,1.276442031,1.698200242,0.00050689
1359,1.605907604,1.441200469,0.000418973
1360,1.634963044,1.350308915,0.000325869
1361,1.428113032,1.438155176,0.000297924
1362,1.464220862,1.548121304,0.000406612
1363,1.440088764,1.583594901,0.000348867
1364,1.511000947,1.44031879,0.000277474
1365,1.317335874,1.787511453,0.000537704
1366,1.418092823,1.636235388,0.000327489
1367,5.541321031,1.327060381,0.000872715
1368,7.3023969,1.34118233,0.000769263
1369,1.735476671,1.316515741,0.000376486
1370,1.479609497,1.522244073,0.000428365
1371,1.310606711,1.660826037,0.000736912
1372,6.237609729,1.312471732,0.000819564
1373,1.367878854,1.551628084,0.000342924
1374,6.516204689,1.477326612,0.000722645
1375,8.118864521,1.461258331,0.000994098
