,Beta_w,r_b,weight
1376,1.401409228,1.729707426,0.000435323
1377,1.497750055,1.511925108,0.000391009
1378,1.626588803,1.366021906,0.000332177
1379,1.59825629,1.331978969,0.000808171
1380,1.852369227,1.351615773,0.000445715
1381,2.063216911,1.418537566,0.00037218
1382,1.49752424,1.409902082,0.000285388
1383,1.526889558,1.370138163,0.000998801
1384,1.343436862,1.56987042,0.000378227
1385,7.569796337,1.300723558,0.000901649
1386,1.569796945,1.420424002,0.000342386
1387,1.775123895,1.332813936,0.000572185
1388,1.377216427,1.885441933,0.000496726
1389,1.35365239,1.563721703,0.00030962
1390,1.359078378,1.837215609,0.000401222
1391,1.420391991,1.547384882,0.00028602
1392,8.001338161,1.389224365,0.000889544
1393,1.673765253,1.389560415,0.000328774
1394,1.268596708,1.968985822,0.001067068
1395,1.400103609,1.694016439,0.000393607
1396,1.656563471,1.364703695,0.000497959
1397,1.59637357,1.547550762,0.000302682
1398,6.61261214,1.666303204,0.001359727
1399,7.831198876,1.493005916,0.000740877
1400,1.545476636,1.542245608,0.000904694
1401,1.328557194,1.562146914,0.000512958
1402,1.292238413,1.662304646,0.000979989
1403,1.772554135,1.383221858,0.000663267
1404,1.463653272,1.588051372,0.000601613
1405,1.429953968,1.489561758,0.000270805
1406,1.431712219,1.626073748,0.000482681
1407,1.791992236,1.42975872,0.000456472
1408,1.961077458,1.337181111,0.00071802
1409,1.415263365,1.426144576,0.000513858
1410,1.3582475,1.517380384,0.000393561
1411,1.311820675,1.751521841,0.000534275
1412,1.424147084,1.606600621,0.000483677
1413,1.635587916,1.422035686,0.00049593
1414,1.490625426,1.451383893,0.000443568
1415,1.406503668,1.659898964,0.000405193
1416,1.475233103,1.666216017,0.000828403
1417,1.443785816,1.572367391,0.00036612
1418,1.322639095,1.751632275,0.000893066
1419,1.302646647,1.907169893,0.00142019
1420,1.345571384,1.658221167,0.00041151
1421,5.703020242,1.499470343,0.001661993
1422,1.451344095,1.417041026,0.000454
1423,1.396916762,1.870802325,0.000468199
1424,1.775011046,1.333377532,0.000381991
1425,1.394930566,1.517301784,0.000344144
1426,1.291170792,1.818820821,0.001471457
1427,8.929813858,1.372593621,0.000868668
1428,1.462393471,1.663786362,0.000398472
1429,1.488988025,1.472108203,0.000347222
1430,1.769360077,1.385839062,0.000434615
1431,1.376670566,1.546154431,0.000290782
1432,1.498515816,1.540967457,0.000293803
1433,1.619826994,1.441497479,0.000284513
1434,1.36938023,1.754445782,0.000313227
1435,1.385904786,1.532046652,0.000319957
1436,6.091245834,1.320355572,0.001269644
1437,2.167301794,1.363786895,0.000605042
1438,1.627670326,1.42979374,0.000476615
1439,7.312419221,1.333717436,0.001010686
1440,1.33871191,1.509656953,0.000402488
1441,1.449063412,1.533571305,0.000359894
1442,3.990108939,1.401651132,0.003819618
1443,1.405243653,1.571202424,0.000300613
1444,1.404520891,1.492119878,0.000865761
1445,1.409913257,1.556586424,0.000330835
1446,1.470920482,1.674119564,0.00050424
1447,1.448546415,1.614809703,0.000414688
1448,1.505852964,1.604377994,0.000359575
1449,1.304177912,2.012040911,0.000588202
1450,1.429927992,1.466466778,0.000269333
1451,1.500904986,1.653869545,0.000407382
1452,1.25658554,2.008351011,0.003323369
1453,8.666761863,1.379044777,0.001343001
1454,1.44282946,1.73446385,0.000649296
1455,1.733023498,1.435056744,0.000332199
1456,1.505578877,1.603181186,0.000276405
1457,1.376580452,1.538187291,0.000563758
1458,1.292219464,1.76007391,0.000419163
1459,1.46817282,1.499637138,0.000259977
1460,1.400151195,1.547863942,0.000377491
1461,1.353062147,1.593865006,0.000355173
1462,1.568554936,1.437756878,0.000403937
1463,1.316263374,1.652788283,0.000383451
1464,1.474521397,1.665000943,0.000345375
1465,8.180054109,1.428395046,0.000743993
1466,1.620693319,1.527236327,0.00037619
1467,7.176159556,1.349312782,0.000910228
1468,1.27816851,1.882404127,0.001169887
1469,1.611940421,1.483695834,0.000442128
1470,4.766176112,1.421472034,0.001323626
1471,1.920452054,1.435803275,0.00044313
1472,6.954268573,1.356915119,0.00085402
1473,1.3435049,1.642149568,0.000519913
1474,1.252507314,1.912453478,0.000773315
1475,1.581731346,1.455209032,0.000400882
1476,1.496715572,1.40960997,0.000452495
1477,1.509968335,1.450762803,0.000323887
1478,1.370513957,1.789052302,0.000612295
1479,1.590023705,1.316890642,0.000524585
1480,1.440570758,1.502940467,0.000319725
1481,1.262626739,1.659072607,0.005064858
1482,1.490764213,1.471103129,0.0003298
1483,1.534658178,1.468843762,0.000502651
1484,1.70482981,1.569360479,0.000441306
1485,1.485320104,1.439458119,0.000642043
1486,1.430288398,1.688631338,0.000344399
1487,1.530983303,1.508255855,0.000275471
1488,1.492506257,1.552973723,0.00083881
1489,1.390626447,1.506801044,0.00054977
1490,8.923110145,1.455725098,0.000904425
1491,1.382071787,1.681544256,0.000370017
1492,1.277122754,1.983789732,0.001068443
1493,1.354002196,1.608319045,0.00033106
1494,1.575546836,1.784700457,0.000344232
1495,9.876780921,1.310706107,0.001640751
1496,7.815653558,1.338944635,0.000831681
1497,1.342796017,1.59011709,0.001253841
1498,1.526116698,1.513502709,0.000444349
1499,1.323171847,1.584757383,0.000352156
1500,1.452373509,1.62614766,0.00044456
1501,1.606347543,1.463102592,0.000293889
1502,1.404991848,1.585395136,0.000289512
1503,1.288383558,1.77122704,0.000750007
1504,1.367300756,1.774163967,0.000397317
1505,3.758178113,1.254848861,0.002633933
1506,8.031833468,1.360644971,0.000524197
1507,1.468868115,1.387205052,0.00026701
1508,1.788265233,1.356147536,0.000561289
1509,1.28531181,1.771998172,0.000950438
1510,8.402800734,1.515709051,0.001400508
1511,5.083934544,1.525350814,0.001300875
1512,7.015509654,1.531048528,0.00071673
1513,7.605155808,1.352874087,0.001186291
1514,1.595365297,1.545961202,0.000268963
1515,8.316067384,1.41110043,0.000842605
